adult,backdrop_path,genre_ids,id,original_language,original_title,overview,popularity,poster_path,release_date,title,video,vote_average,vote_count,tmdb_keywords,production_countries,year,month,day,decade,LLM_Raw_Response
False,/4Nnh0j5yj8J5sdhXWqWu8052gjl.jpg,"[27, 9648]",39986,ja,江戸川乱歩全集　恐怖奇形人間,"After escaping from an insane asylum, a medical student assumes the identity of a mysterious dead man, who appears to be his doppelganger, and gets lured to a sinister island ruled by a mad scientist and his malformed men.",2.7905,/q1cgApkVjMPXSXVbJrfu1aPfbJZ.jpg,1969-10-31,Horrors of Malformed Men,False,5.576,59,"island, butoh, dual role, medical student",Japan,1969,10,31,1960,"Based on the title, overview, and keywords, I would classify ""Horrors of Malformed Men"" under **Body Horror**.

The film's premise revolves around the protagonist assuming the identity of a mysterious dead man who appears to be his doppelganger. This blurring of boundaries between self and other creates a sense of unease and discomfort, which is characteristic of Body Horror. The presence of a mad scientist and his malformed men on the island adds to the sense of bodily invasion and transformation, further supporting this classification.

While there may be elements of Invasion & Paranoia or Possession & Loss of Agency present in the film, the primary fear at its core appears to be the violation of bodily boundaries and the blurring of self-identity, which is more characteristic of Body Horror."
False,,"[9648, 27]",322578,ko,黑薔薇城의 美女,"Hye-ryeon suddenly loses her parents and stays in the Black Rose Castle alone. One day, she says the castle is haunted and asks for help to friend Ji-suk. Ji-suk goes to the castle with boyfriend Yeong-uk, a newspaper reporter. Just as Hye-ryeon has said, they see a ghost, but Yeong-uk feels that someone is playing a prank. He waits for the ghost in the woods, and when it finally appears, Yeong-uk fights it off. The ghost misses a step and falls off a cliff. It turns out Hye-ryeon has been suffering from a mental disease and has been playing as a ghost.",2.0245,,1969-11-12,Beauty in Black Rose Castle,False,0.0,0,,South Korea,1969,11,12,1960,"Based on the title, overview, and keywords, I would classify ""Beauty in Black Rose Castle"" under **Isolation & Psychological Unraveling**.

The movie appears to be about Hye-ryeon's isolation and perceived haunting of the castle, which is later revealed to be a product of her mental illness. The horror stems from her disconnection and loneliness, as well as the blurring of reality and fantasy. There is no conscious captor, infection, or systemic control driving the menace; instead, it's Hye-ryeon's own psychological state that creates the sense of terror.

The themes of isolation, paranoia, and loss of meaning are all characteristic of the Isolation & Psychological Unraveling category, making this the primary fear at the core of the film."
False,,"[18, 27]",82547,ja,地獄変,"The story, set in the Heian era, depicts the conflict between Korean painter Yoshihide (Nakadai) and his Japanese patron, the cruel and egotistical daimyo Horikawa (Nakamura).  It is based on the 1918 short story Hell Screen by Ryūnosuke Akutagawa.",3.0553,/7649BNhPvj0lH5DY43K2ymwjJzi.jpg,1969-11-18,Portrait of Hell,False,8.1,10,heian period,Japan,1969,11,18,1960,"Based on the title, overview, and keywords, I would classify ""Portrait of Hell"" under **Institutional & Structural Control**.

The film appears to be set in a historical context (Heian era) and revolves around the conflict between a Korean painter and his Japanese patron, a daimyo. The fact that the patron is described as ""cruel and egotistical"" suggests that he may be using his power and influence to manipulate Yoshihide, which fits under the category of Institutional & Structural Control.

The fear at the core of this film seems to be the fear of being controlled or dominated by a powerful individual or system, rather than an external invasion or possession. The fact that the story is based on a short story called ""Hell Screen"" also suggests that the horror may stem from the oppressive nature of the daimyo's regime and the societal expectations placed upon Yoshihide.

Overall, I believe that **Institutional & Structural Control** is the primary fear category that best represents the core of this film."
False,/viU0rasiYmhsRlZxAOqI2Azyrbo.jpg,"[27, 878, 9648]",328988,es,Enigma de muerte,Mil Mascaras investigates a nest of fifth-columnists operating out of a carnival (!) led by a Nazi (John Carradine) attempting to resurrect the Third Reich posing as a circus clown .,6.5243,,1969-11-19,Secret of Death,False,5.3,7,nazism,Mexico,1969,11,19,1960,"Based on the title, overview, and keywords, I would classify ""Secret of Death"" under **Invasion & Paranoia**.

The primary fear at the core of this film appears to be the invasion of an external presence (the Nazi-led fifth-columnists) attempting to resurrect the Third Reich. This is not a fear of institutional or systemic control, nor is it a fear of possession or loss of agency. The menace comes from an intentional, conscious group of individuals seeking to infiltrate and manipulate others.

The fact that they are posing as a circus clown adds a layer of paranoia and unease, as the protagonist (Mil Mascaras) must navigate this hidden threat within the carnival setting. This fear is rooted in the idea of being replaced or observed by an external force, which aligns with the Invasion & Paranoia category.

Overall, I believe that **Invasion & Paranoia** is the most fitting category for ""Secret of Death""."
False,/i3fdtDIpJ9uDsZcZHWoyWADb9DA.jpg,"[27, 9648, 53]",64624,es,La residencia,"Southern France, 19th century. Teresa, a young girl, arrives at an isolated female boarding school that is tyrannically mastered by Mrs. Fourneau, the strict headmistress, whose protective shadow haunts Luis, her weak son.",2.0721,/a6rUOhmr14mXx7pDRJskFv2GpH2.jpg,1969-12-01,The House That Screamed,False,6.538,119,"boarding school, southern france, bullying, teacher student relationship, 19th century, mother son relationship, girls' school",Spain,1969,12,1,1960,"Based on the title, overview, and keywords, I would classify ""The House That Screamed"" under **Persecution & Social Breakdown**.

The film appears to be a psychological horror story that explores themes of bullying, abuse of power, and social decay within an isolated female boarding school. The strict headmistress, Mrs. Fourneau, exerts control over the students, creating a toxic environment that is oppressive and frightening. This fear of collective madness and mob violence, as well as the collapse of moral order, is at the core of the film's horror.

While there may be elements of possession or psychological manipulation present in the story, the primary fear driving the menace is the social breakdown and persecution within the boarding school, which makes **Persecution & Social Breakdown** the most fitting category."
False,,"[14, 10402, 27]",984359,en,Nico: Evening of Light,"Shot as a proposed short film behind Iggy Pop's Ann Arbor, MI estate and summarily rejected by Elektra Records as promotional material for Nico's 1968 album, The Marble Index, Evening of Light is a gothic fantasy in a barren cornfield. Nico's song of the same name accompanies the eerie visuals.",1.4784,/bFdmsLFv1dkYo2GLAEHy5QcTlEV.jpg,1969-12-01,Nico: Evening of Light,False,0.0,0,,United States of America,1969,12,1,1960,"Based on the title, overview, and keywords, I would classify ""Nico: Evening of Light"" under **Ecological / Natural Menace**.

The film appears to be a gothic fantasy set in a barren cornfield, which suggests a natural or environmental threat. The eerie visuals and Nico's song ""Evening of Light"" create an atmosphere that evokes fear and unease, which is characteristic of the Ecological/Natural Menace category."
False,/nniI6m4M6TMhTxap0xYPFsYdkYA.jpg,"[27, 53, 10770]",42462,en,Daughter of the Mind,"Professor Samuel Hale Constable is a government expert in the field of cybernetics. He and his wheelchair-bound wife Lenore became parents late in life, only to lose their daughter Mary before she reached adolescence. Now their daughter's spirit seems to be reaching out to her grief-stricken father from beyond the grave, encouraging him to give up the important project on which he's been working.",1.5052,/uZ1VNpnbqhZy0mDml2elOIle1bf.jpg,1969-12-09,Daughter of the Mind,False,6.4,8,"loss of loved one, supernatural, ghost, esp, dead daughter",United States of America,1969,12,9,1960,"Based on the title, overview, and keywords, I would classify ""Daughter of the Mind"" under **Grief & Familial Trauma**.

The primary fear at the core of this film appears to be the emotional trauma caused by the loss of a loved one (Mary) and the supernatural events that follow. The story revolves around Professor Constable's grief-stricken state, his connection with his deceased daughter's spirit, and the encouragement he receives from her to abandon his project.

The horror stems from the haunting and possession-like experiences that arise from this familial trauma, rather than any external or systemic control. The film seems to explore themes of loss, inheritance, and haunted domestic bonds, which aligns with the Grief & Familial Trauma category."
False,/1Ake9oy3K2TyzMUHv3sTN4LfsOu.jpg,[27],108798,ja,秘録怪猫伝,"This period thriller concerns a very famous cat known as the ""monster cat of Nabeshima"". This cat, a symbol of vengeance in human disguise, takes revenge for the death of its master as well as for the corruption in the feudal system.",3.1317,/ukJbzYhvMOPyExQENRwY47v9Hqe.jpg,1969-12-20,Haunted Castle,False,6.3,9,,Japan,1969,12,20,1960,"Based on the title, overview, and keywords, I would classify the movie ""Haunted Castle"" under the category:

**Grief & Familial Trauma**

The movie appears to be a period thriller that revolves around the death of the cat's master and the corruption in the feudal system. The cat's desire for revenge suggests a deep emotional connection to its master and a sense of loss, which is at the core of this fear category. The fact that the cat takes on human disguise also implies a strong bond between the cat and its master, further supporting the classification under Grief & Familial Trauma.

The other categories don't seem to fit as well:

* Invasion & Paranoia: There's no evidence of an external or uncanny presence controlling the cat.
* Persecution & Social Breakdown: The movie doesn't depict a collapse of moral order or collective madness.
* Institutional & Structural Control: The feudal system is not the primary source of control, but rather a backdrop for the cat's revenge.
* Possession & Loss of Agency: There's no indication that the cat is possessed by an external force or loses agency.
* Captivity & Voyeuristic Sadism: No intentional captor or sadistic agent is present.
* Contagion & Mutation: The movie doesn't involve biological transformation or infection.
* Body Horror: While there might be some bodily invasion or dismemberment, it's not the primary focus of the horror.
* Ecological / Natural Menace: Nature isn't turning hostile in this case.
* Isolation & Psychological Unraveling: There's no sense of isolation or psychological unraveling driving the horror.
* Transgression & Moral Punishment: The movie doesn't involve sin, guilt, or moral transgression as the primary source of horror."
False,/of3Rxse4cbajs9Rex7GV0tyJnB0.jpg,"[18, 27]",507547,ar,بئر الحرمان,When it gets dark each evening a virtuous young lady transforms into a notorious flirt but remembers none of it the next day. She is treated by a psychiatrist who tries his best to find the root of her problems and cure her once and for all,2.6021,/1PhZT9tjsyOPRtcK8pFaoRtlTV1.jpg,1969-12-29,Deprivation Well,False,6.3,3,,Egypt,1969,12,29,1960,"Based on the title, overview, and keywords, I would classify ""Deprivation Well"" under **Isolation & Psychological Unraveling**.

The movie appears to be about a young woman who experiences a transformation each evening, which is likely to be a psychological or emotional phenomenon rather than an external invasion. The fact that she doesn't remember the events of the previous night suggests that her sense of self and identity are being disrupted, leading to feelings of disconnection and isolation.

The psychiatrist's attempts to treat her suggest that the horror stems from her inner turmoil and the gradual erosion of her sense of self, rather than an external threat or systemic control. The movie seems to be exploring themes of loneliness, paranoia, and loss of meaning, which are all characteristic of the Isolation & Psychological Unraveling category.

Therefore, I believe that ""Deprivation Well"" primarily fears the psychological and emotional consequences of isolation and disconnection, making it a prime example of this fear category."
False,,[27],466652,ja,現代性犯罪　全員殺害,"A girl that lost her life after being gang-raped by gang members revives as a ghost wearing a fox mask in white clothes, and while chanting mysterious words, she kills all of the men that raped her with a Japanese sword.",2.4076,/u3AWI0J3Gv1cwHCiPxMoynXillf.jpg,1979-08-10,Gendai sei hanzai: Zenin satsugai,False,2.0,2,,Japan,1979,8,10,1970,"Based on the title, overview, and keywords, I would classify this movie under **Grief & Familial Trauma**.

The film appears to be a revenge horror story centered around a girl who was gang-raped and subsequently becomes a ghost seeking vengeance against her attackers. The fact that she revives as a ghost wearing a fox mask in white clothes and chants mysterious words suggests a strong connection to her own trauma and grief, which drives the horror.

The category **Grief & Familial Trauma** is suitable because the film's primary fear stems from the protagonist's loss of life and her subsequent haunting by her own grief. The ghostly revenge killings are motivated by her desire for justice and closure, rather than a demonic or supernatural force."
False,,"[10770, 27, 18]",1302218,ja,日本名作怪談劇場 怪談 牡丹燈籠,"Otsuyu, the daughter of a samurai, takes her life after being forced into an unwanted marriage, and her maid Omi follows her in death. Together as spirits, they visit Otsuyu’s lover, Shinzaemon. Believing Otsuyu is alive, Shinzaemon rekindles their relationship, but he soon begins to waste away. A concerned neighbor consults a doctor, who reveals that Shinzaemon is being haunted and his death is near.",2.2183,/fTLCXuNh6QMjIatoolplaN5i49X.jpg,1979-08-15,Nihon Meisaku Kaidan Gekijō: Kaidan Botan Dōrō,False,0.0,0,,Japan,1979,8,15,1970,"Based on the title, overview, and keywords, I would classify this movie under **Grief & Familial Trauma**.

The story revolves around Otsuyu's tragic fate, her maid Omi's devotion to her, and Shinzaemon's doomed love for Otsuyu. The film explores themes of loss, longing, and the consequences of unresolved emotions. The supernatural elements, such as the spirits of Otsuyu and Omi, serve to amplify the emotional impact of their stories rather than driving a primary fear.

The core horror stems from the characters' inability to come to terms with their grief and the devastating consequences that follow. This classification fits best because the film's primary concern is the exploration of human emotions, particularly those related to loss, love, and longing, which are all characteristic of the Grief & Familial Trauma category."
False,/r8x3hxKHt7rrG1yAWuYCs7uFtAQ.jpg,"[27, 10770]",37938,en,Stranger in Our House,"A country family of five take in charming cousin Julie, whose parents recently died in a car crash, though teenaged daughter Rachel grows suspect that she has an alternative agenda; one that possibly includes witchcraft.",2.6349,/jgyK4IzdzgTWUuBkjpPeDYgsJqz.jpg,1979-08-16,Stranger in Our House,False,5.317,109,"witch, based on novel or book, obsession, voodoo, horse, animal attack, possession, car accident, summer, demon, housekeeper, catfight, witchcraft, occult, house guest, small community, alleged cousin",United States of America,1979,8,16,1970,"Based on the title, overview, and keywords, I would classify ""Stranger in Our House"" under **Possession & Loss of Agency**. The primary fear at the core of this film appears to be the loss of control and agency by the family members as they become increasingly suspicious that their new cousin Julie has an alternative agenda, possibly involving witchcraft or possession.

The keywords suggest a focus on obsession, voodoo, possession, and witchcraft, which are all indicative of a supernatural force taking control of individuals. The fact that Rachel grows suspect about Julie's intentions implies a loss of agency for the family members as they become trapped in a web of uncertainty and fear.

While there may be elements of invasion or paranoia present in the film, I believe that the primary fear is rooted in the idea of possession and the loss of control, which aligns with the **Possession & Loss of Agency** category."
False,/52E7Xw3uqGLPWZFDVyzZNLWZAUo.jpg,"[53, 27]",215722,en,Shadows of the Mind,"The film opens as Elise is getting released from a mental institution after 12 years of being locked up. She witnessed her mother drown and afterwards was never the same. Her psychiatrist, Dr. Robert Lang believes she is well enough to leave the hospital. He along with his girlfriend Diana escort Elise back to her childhood home. Soon, Elise’s stepbrother Leland shows up. It’s clear that his intentions are not good as he taunts her about her mother’s death. Later, it becomes clear that he wants the entire estate for himself and wants Elise locked back up forever. Elise begins hearing voices and having flashbacks of the night her mother died. Soon, people around Elise get murdered. The killer is a bit of a surprise and the conclusion is awesome. The atmosphere created is fantastic and sits somewhere in-between Don’t Look in the Basement (1973) and Funeral Home (1980). (from http://www.scaredstiffreviews.com/?p=4609)",7.1877,,1979-08-18,Shadows of the Mind,False,3.2,5,mental institution,United States of America,1979,8,18,1970,"Based on the title, overview, and keywords, I would classify ""Shadows of the Mind"" under **Institutional & Structural Control**.

The primary fear at the core of this film appears to be the manipulation and control exerted by institutional systems (in this case, a mental institution) over individuals. The protagonist, Elise, is released from the institution only to face further oppression and exploitation by her stepbrother Leland, who seeks to gain control over her inheritance.

The horror sequences in the film seem to be driven by the fear of being trapped and controlled by external forces, rather than an invasion or possession by a supernatural entity. The atmosphere created is reminiscent of classic horror films that explore themes of institutional abuse and exploitation.

While there may be elements of psychological horror and mind control present in the film, the primary fear driving the narrative appears to be the fear of being trapped and controlled by external forces, which aligns with the **Institutional & Structural Control** category."
False,,[27],322064,ko,사호무협,"In the Taebong dynasty towards end of King Gungye's reign in the deep ravines, a thousand year old pair of foxes lived. They were father and daughter practicing asceticism to become humans. Lee Mu-gi, a snake skilled at the martial arts, changes into a human to capture Hyo-nyo. He rescues Hyo-nyo from Ok-to dragon which came to earth to find the learned priest Gwang Seon-sa. Hwang Jeong and old man Hwang (the foxes) take a liking to Ok-to and decide to help him fight the thieves and they defeat Lee Mu-gi. Hwang Jeong falls for Ok-to. But knowing she can't love a human, Hwang Jeong gives her life to save Ok-to.",2.2539,,1979-08-18,Sa-ho Martial Arts,False,0.0,0,,South Korea,1979,8,18,1970,"Based on the title, overview, and keywords, I would classify ""Sa-ho Martial Arts"" under **Institutional & Structural Control**.

The film appears to be set in a historical context, with themes of social hierarchy and power dynamics. The presence of a king's reign and a learned priest suggests that there are established systems and structures in place. The conflict between the characters seems to revolve around their positions within these systems, rather than an external invasion or possession.

The fear category **Institutional & Structural Control** captures the idea that the horror stems from the manipulation of power and social norms, which can be just as oppressive as a physical threat. In this case, the film's focus on martial arts, social hierarchy, and the struggle for power suggests that the primary fear is not an external invasion or possession, but rather the constraints imposed by societal expectations and structures.

This classification also takes into account the cultural and cinematic knowledge consistent with the film's premise, which appears to be a historical martial arts drama."
False,,"[10770, 27, 18]",1302220,ja,日本名作怪談劇場 怪談 死神,"After a fight with his wife, Yahachirō, a carpenter, meets a sinister ""Shinigami"" who teaches him how to spot people who won’t die. He profits by treating only those who will survive but soon begins an affair with Osen, a barmaid. Osen and her husband Bunzō plot to kill Yahachirō for his money, strangling him and tossing his body into the river. But one night, Yahachirō reappears, his face twisted into a monstrous form…",2.2522,/vTNEYfDVjOVQXD7vdBQhRS4TpxJ.jpg,1979-08-22,Nihon Meisaku Kaidan Gekijō: Kaidan Shinigami,False,0.0,0,,Japan,1979,8,22,1970,"Based on the title, overview, and keywords, I would classify this movie under:

**Body Horror**

The fear of bodily invasion, forced metamorphosis, dismemberment, surgical modification, or technological intrusion that compromises the body's boundaries is a primary concern in this film. The transformation Yahachirō undergoes after his death and reanimation into a monstrous form is a classic example of Body Horror."
False,/velHX5SWHVlEDRRljtxSi6YbSju.jpg,[27],7219,it,Zombi 2,"After an abandoned boat sails into New York harbor with a zombie aboard, a reporter teams up with the daughter of the boat's missing owner to investigate the island where he was last seen conducting research—the site of an alleged zombie outbreak.",3.6577,/oXHuhvd4lqdjGRtSiTsGWvKDT6k.jpg,1979-08-25,Zombie Flesh Eaters,False,6.7,652,"new york city, boat, voodoo, zombie, shark, tropical island, video nasty, caribbean",Italy,1979,8,25,1970,"Based on the title, overview, and keywords, I would classify ""Zombie Flesh Eaters"" under **Persecution & Social Breakdown**.

The fear of collective madness, mob violence, cult domination, vigilantism, or the collapse of moral order is a primary concern in this film. The movie's premise revolves around an alleged zombie outbreak on a tropical island, which leads to chaos and destruction. The threat is not from an external invasion or possession but rather from the breakdown of social norms and the descent into madness.

The film's focus on the reporter and his daughter investigating the island and uncovering the truth behind the zombie outbreak suggests that the horror stems from the collapse of societal structures, rather than a single villain or invader. This classification aligns with the fear category of Persecution & Social Breakdown, which emphasizes the breakdown of social order and the descent into chaos."
False,,"[27, 10770, 18]",1238007,ja,日本名作怪談劇場 怪談 鰍沢,"On the Kōshū Kaidō road, merchant Sōjirō is poisoned, robbed, and pushed off a cliff by former courtesan Okuma and her lover. A year later, a fugitive named Shinsuke, on the run after killing his wife, encounters a sinister, heavily made-up man. He soon realizes this man is the vengeful spirit of Sōjirō…",2.7984,/8WtzrvcNoMXIoUrTHC1hrkg5noW.jpg,1979-08-29,Nihon Meisaku Kaidan Gekijō: Kaidan Kajikazawa,False,0.0,0,,Japan,1979,8,29,1970,"Based on the title, overview, and keywords, I would classify the movie ""Nihon Meisaku Kaidan Gekijō: Kaidan Kajikazawa"" under **Possession & Loss of Agency**.

The film appears to be a Japanese horror story that revolves around the vengeful spirit of Sōjirō, who is seeking revenge on those who wronged him in life. The presence of a ""sinister, heavily made-up man"" and the fact that Shinsuke soon realizes this man is the vengeful spirit of Sōjirō suggest that possession or supernatural intervention is at play.

This fear category fits best because it involves the loss of agency for the characters, as they are affected by the malevolent presence of Sōjirō's spirit. The horror stems from the idea that one's actions can have consequences in the afterlife, and that the dead can exact revenge on the living."
False,/dqeeYtgwWpC1fAfYJgIXrtBP0qA.jpg,"[18, 27]",195159,pt,"Mulher, Mulher","Recently turned into a widow, Alice goes to the country to think about her life. There, she's courted by Luis Carlos but falls in love with Marta. However, Jumbo, a horse, also arouses strange and erotic feelings in her mind.",2.2638,/25jslMBsRW0Y03VOBhUQMDnSleh.jpg,1979-09-07,"Woman, Woman",False,5.375,8,,Brazil,1979,9,7,1970,"Based on the title ""Woman, Woman"" and the overview, I would classify this movie under **Body Horror**.

The fear of bodily invasion or transformation is present in Alice's experiences with Jumbo, a horse that arouses strange and erotic feelings in her mind. This suggests that there may be some kind of physical or psychological alteration occurring within Alice, which is a hallmark of Body Horror.

While the movie also explores themes of love, loss, and identity, the focus on Alice's bodily transformation and the eerie connection she forms with Jumbo makes Body Horror the primary fear category at play."
False,/i76LnMcUE38uBWM3K1Rol53sk2A.jpg,"[27, 878]",31915,en,Prophecy,"When a dispute occurs between a logging operation and a nearby Native American tribe, Dr. Robert Verne and his wife, Maggie, are sent in to mediate. Chief John Hawks insists the loggers are poisoning the water supply, and, though company man Isley denies it, the Vernes can't ignore the strangely mutated wildlife roaming the woods. Robert captures a bear cub for testing and soon finds himself the target of an angry mutant grizzly.",3.2249,/8jCyz5IRWmu8R5FhRO2BqtQXnCj.jpg,1979-09-14,Prophecy,False,5.415,141,"monster, mutant, native american, toxic, environmental, animal horror, antagonistic, foreboding",United States of America,1979,9,14,1970,"Based on the title, overview, and keywords, I would classify the movie ""Prophecy"" under the category **Ecological / Natural Menace**.

The primary fear at the core of this film is the threat posed by nature itself, specifically the mutated wildlife roaming the woods. The horror stems from the idea that the natural world can turn hostile due to human actions (logging and pollution), and that humans are powerless against the fury of the environment. This category fits best because the menace is non-sentient, consisting of animals (mutant bears) rather than a supernatural or psychological force.

While there may be some elements of captivity and voyeuristic sadism in the film's depiction of Robert being stalked by the mutant grizzly, these themes are secondary to the primary fear of ecological disaster."
False,/pt28sGYZ7na4WmdsDd4bjxQuWdU.jpg,"[27, 10749, 53]",61689,en,Thirst,"The descendant of Elizabeth Bathory is abducted by a cult of self-proclaimed supermen who achieve this state of superiority by drinking from the ""blood cows"" kept at the ""dairy farm"", and they try to get her to join them.",2.404,/tYB9ms0DxhQ9GCTV2jpICSnLgo8.jpg,1979-09-28,Thirst,False,6.0,63,"nurse, vampire, kidnapping, cult, swimming pool, brainwashing, occult, blood transfusion",Australia,1979,9,28,1970,"Based on the title, overview, and keywords, I would classify the movie ""Thirst"" under **Possession & Loss of Agency**.

The primary fear at the core of this film appears to be the protagonist's loss of agency as she is abducted by a cult that seeks to control her through brainwashing and manipulation. The cult's use of blood transfusions and occult practices suggests a supernatural or psychological force exerting control over the protagonist, which aligns with the Possession & Loss of Agency category.

While there are elements of captivity and coercion present in the film, the primary focus is on the protagonist's struggle against the cult's attempts to possess her, rather than her being imprisoned for sadistic purposes. Additionally, the themes of brainwashing and occult practices suggest a deeper exploration of possession and control, which aligns with this category.

Overall, I believe that **Possession & Loss of Agency** is the most fitting fear category for ""Thirst""."
False,/edCzlih5knHkHMvivPd665TvWCd.jpg,"[27, 14, 9648]",191531,zh,山中傳奇,"A traveling scholar, intent on translating a Buddhist sutra that is said to have power over the creatures of the afterlife. He slowly finds himself entangled in a mysterious plot involving witchcraft, demons, and a battle to preserve his own soul from the attacks of the supernatural underworld.",3.1681,/94ZZwpRyTlstNNSw67jFxCJQhYr.jpg,1979-10-04,Legend of the Mountain,False,7.4,41,"romance, vengeful ghost, wuxia","Hong Kong, Taiwan",1979,10,4,1970,"Based on the title, overview, and keywords, I would classify ""Legend of the Mountain"" under **Possession & Loss of Agency**.

The film appears to revolve around a scholar's quest to translate a Buddhist sutra that has power over the afterlife, which suggests a supernatural or mystical element. The presence of witchcraft, demons, and vengeful ghosts implies that the protagonist is at risk of losing control of his own soul, which is a hallmark of possession horror.

The fact that the scholar is entangled in a mysterious plot involving these entities further supports this classification, as it suggests that external forces are manipulating or controlling him. The romance element may add an additional layer of complexity to the story, but the core fear driving the narrative appears to be the threat of possession and loss of agency.

Overall, I believe that **Possession & Loss of Agency** is the primary fear category that best represents the horror at the heart of ""Legend of the Mountain""."
False,/bRFg7VZ2GKTW09Ak15hfdVGuto3.jpg,"[18, 27]",185673,ja,団鬼六　花嫁人形,At a park a listless young man becomes intrigued by a wandering woman in white as she exits an exhibit of torture at a wax museum. He is slowly drawn into her forbidden world of pain and discipline.,2.8987,/7jB335pxwGc1eX5yB9X9EULHkj6.jpg,1979-10-06,Bridal Doll,False,2.0,2,,Japan,1979,10,6,1970,"Based on the title, overview, and keywords, I would classify ""Bridal Doll"" under **Captivity & Voyeuristic Sadism**.

The film appears to revolve around a young man's fascination with a woman who is involved in a world of pain and discipline. The fact that she exits an exhibit of torture at a wax museum suggests a dark and twisted atmosphere, which aligns with the theme of captivity and sadistic control. The keywords do not suggest any supernatural or paranormal elements, nor does the overview imply a sense of invasion, persecution, or institutional control.

The primary fear in this film seems to be the young man's gradual entrapment into a world where he is forced to confront his own desires for pain and discipline, which aligns with the category of Captivity & Voyeuristic Sadism."
False,/nINr2PzIPg0nQf8O71gCyjpwSAg.jpg,"[27, 878]",32322,en,"Dr. Black, Mr. Hyde","When a Black doctor develops a serum that is supposed to regenerate dying liver cells and tests it on himself, it accidentally turns him into an albino monster with a lust for murdering prostitutes, pimps and drug dealers.",2.8135,/9WXLu4xGKrvl3HBpp3slyxeyTRA.jpg,1979-10-12,"Dr. Black, Mr. Hyde",False,4.313,16,"blaxploitation cinema, jekyll and hyde",United States of America,1979,10,12,1970,"Based on the title, overview, and keywords, I would classify ""Dr. Black, Mr. Hyde"" under **Body Horror**.

The film's premise revolves around a doctor who develops a serum that transforms him into an albino monster with a violent streak, which is a classic example of body horror. The transformation is not caused by infection or contagion, but rather by the doctor's own experimentation and mistake, making it a prime candidate for this category.

While there are elements of Jekyll and Hyde in the title and premise, the focus on the physical transformation and the monster's violent behavior makes **Body Horror** the most fitting classification."
False,,"[27, 18]",180000,zh,蟲,"A young suitor loses his girlfriend to a wealthy businessman. At first he's angry. Then in a fit of depression, he goes to the sea shore where he finds lizards. Immediately he puts the lizards into a bag and takes them home. Then he becomes obsessed with ladies dirty underwear and he steals six or seven ""tainted"" ones from public restrooms and brothels. At this point the man mixes the juices from the underwear with a special ""aggressive compound"" and then injects the fluid into the lizards. The little reptiles (now hooked on ""love juice"") become soldiers in his personal battle against females. ""I hate women!"" he screams, holding helpless victim's legs apart allowing the little creatures to gain entrance. Lots of women die, driven mad with sexual ecstasy and pain, while the misogynist psycho howls with laughter.",2.4564,/1T62uwjxY3CFuboYhzjuAFvMaw0.jpg,1979-10-19,Lewd Lizard,False,3.5,4,lizard,Hong Kong,1979,10,19,1970,"Based on the title, overview, and keywords, I would classify ""Lewd Lizard"" under **Captivity & Voyeuristic Sadism**.

The primary fear at the core of this film is the protagonist's intentional and sadistic captivity of women, using the lizards as a means to inflict pain and sexual ecstasy on them. The film's focus on the protagonist's obsessive hatred towards women and his desire to punish them through his twisted ""experiments"" with the lizards suggests that the horror stems from his conscious and deliberate actions.

The category **Captivity & Voyeuristic Sadism** is the most fitting because it highlights the intentional, sadistic captor (the protagonist) who inflicts pain and coercive ""game"" design on his victims."
False,/wW5o6TyOf2HzR1S9K8iLsG4JqEH.jpg,"[10770, 27]",295774,en,Once Upon a Midnight Scary,"""Once Upon a Midnight Scary"" is a 1979 television program that aired as part of a CBS television anthology series. The program, hosted by noted actor Vincent Price, features scenes from three stories, including ""The Ghost Belonged to Me"" by Richard Peck, ""The Legend of Sleepy Hollow"" by Washington Irving, and ""The House with a Clock in Its Walls"" by John Bellairs.",5.6095,/9AHTilLEWNhIZLZeEmfX4lemfX0.jpg,1979-10-21,Once Upon a Midnight Scary,False,8.667,6,anthology,United States of America,1979,10,21,1970,"Based on the title, overview, and keywords, I would classify ""Once Upon a Midnight Scary"" under **Institutional & Structural Control** (Fear Category 3).

The film is an anthology series featuring three stories, each with its own unique horror elements. However, the common thread that ties these stories together is the presence of institutions or structures that exert control over the characters. Whether it's a haunted house, a cursed town, or a mysterious clock, each story features a system or hierarchy that exerts influence over the protagonists.

This classification fits because the fear at the core of the film is not driven by an external invader or supernatural force, but rather by the constraints and expectations imposed by these institutions. The stories are more concerned with exploring the psychological effects of being trapped within these structures than with depicting a direct invasion or possession.

Institutional & Structural Control is the primary fear category that best represents the horror at the heart of ""Once Upon a Midnight Scary""."
