adult,backdrop_path,genre_ids,id,original_language,original_title,overview,popularity,poster_path,release_date,title,video,vote_average,vote_count,tmdb_keywords,production_countries,year,month,day,decade,LLM_Raw_Response,Fear_Category
False,,"[10402, 27]",716681,cs,Don Gio,"The full-length film which, though based on Mozart's opera Don Giovanni, is more about the complexity of the time and the world. We witness the creation of a modern production of Don Giovanni, reflecting the controversial present. Mozart's exciting music, uninhibited erotic, and the eternal struggle against evil which constitutes the energy of our existence.",4.2547,https://image.tmdb.org/t/p/original/eVvhAIVeXIcSIBG1t8zNnzOyiBz.jpg,1992-11-05,Don Gio,False,5.0,1,based on opera,Czechoslovakia,1992,11,5,1990,"Based on the title, overview, and keywords, I would classify ""Don Gio"" under **Institutional & Structural Control**.

The film appears to be a modern retelling of Mozart's opera Don Giovanni, which explores themes of morality, power, and the struggle between good and evil. The fact that it is based on an opera suggests that the film may critique societal structures and institutions that perpetuate these conflicts.

Given the keywords ""based on opera,"" I believe that the primary fear at the core of this film is not a supernatural or external threat, but rather the oppressive nature of societal expectations and norms. This fear is rooted in the idea that individuals are trapped within systems and hierarchies that can be suffocating and controlling.

Therefore, I would classify ""Don Gio"" under **Institutional & Structural Control**, as it seems to explore the ways in which societal structures can exert control over individuals, rather than a single villain or external threat.",Institutional & Structural Control
False,/3i0Q0RUlDqbRNJx5HPOAGcFSkQp.jpg,[27],87321,en,Mikey,"Mikey just needs a good stable home. He's bounced from foster home to foster home his whole life. He finally lands himself with a new loving family, but their perfect little child is not what he appears to be. His previous caretakers all died of mysterious ""accidents"" that weren't really accidents at all. Mikey is a cold blooded killer, and it doesn't take long for him to aim his sights on his new adoptive family and anyone else who stands in his way.",5.0462,https://image.tmdb.org/t/p/original/5LRKZKU6DcC4d82ndUonCUtsyrV.jpg,1992-11-12,Mikey,False,5.8,84,,United States of America,1992,11,12,1990,"Based on the title, overview, and keywords, I would classify the movie ""Mikey"" under **Invasion & Paranoia** (Fear of being replaced, infiltrated, or observed by hidden others).

The primary fear at the core of this film is that Mikey, a seemingly innocent child, is actually a cold-blooded killer who has been manipulating and eliminating his previous caretakers. This invasion of sorts is not just physical but also psychological, as Mikey's adoptive family is unaware of his true nature.

The category **Invasion & Paranoia** fits best because the menace comes from an external presence (Mikey) that infiltrates and manipulates those around him, rather than a condition or technology malfunction.",Invasion & Paranoia
False,/88S6EYQBVyQktDfSqsB33I169jN.jpg,"[10749, 27]",6114,en,Bram Stoker's Dracula,"Centuries-old vampire Count Dracula travels to Victorian London, where he becomes obsessed with Mina Murray—the fiancée of his solicitor, Jonathan Harker—believing her to be the reincarnation of his long-lost love.",6.0712,https://image.tmdb.org/t/p/original/n39glC4GkBeCbwdenES8ZBodim8.jpg,1992-11-13,Bram Stoker's Dracula,False,7.4,5542,"adultery, london, england, transylvania, vampire, bite, camping, maze, remake, rough sex, wake, religious conflict, correspondence, 19th century, 15th century",United States of America,1992,11,13,1990,"Based on the title, overview, and keywords, I would classify Bram Stoker's Dracula under **Transgression & Moral Punishment**.

The primary fear at the core of this film is the transgression of moral boundaries, specifically the violation of sacred laws regarding life, death, and the supernatural. The Count's obsession with Mina Murray stems from his belief that she is the reincarnation of his long-lost love, which drives him to commit acts of vampirism and immorality.

The film explores themes of sin, guilt, and moral punishment, as Dracula's actions are met with a series of supernatural retributions and purifications. The horror arises from the Count's transgressions against natural laws and his attempts to defy mortality, which ultimately lead to his downfall.

While there are elements of invasion, possession, and captivity in the film, these fears are secondary to the primary fear of transgression and moral punishment.",Transgression & Moral Punishment
False,/r3m4vR6NSZc0DlRLjeaXTJu9lil.jpg,"[80, 53, 27]",131967,en,Killer Instinct,"An up and coming lawyer gets turned over for a case he'd been working on for a long while. The D.A.'s niece then decides to help the young lawyer by first blackmailing, then eventually plotting the murder of the D.A., all the while seducing the young attorney. It then becomes the attorney job to cover up the murder he believes he committed, while finding out the truth about the D.A.'s ""niece"".",3.6663,https://image.tmdb.org/t/p/original/ws7wgnpf9eq926RTfx2vYUstseZ.jpg,1992-11-25,Killer Instinct,False,2.333,3,,,1992,11,25,1990,"Based on the title, overview, and keywords, I would classify the movie ""Killer Instinct"" under the category of **Persecution & Social Breakdown**.

The fear at the core of this film appears to be the collapse of moral order and the breakdown of social norms. The protagonist, an up-and-coming lawyer, is initially turned over for a case he's been working on, which sets off a chain of events that leads him down a path of murder, blackmail, and deception.

The D.A.'s niece, who is revealed to be behind the plot, represents a corrupting influence that undermines the social fabric. The film's exploration of themes such as manipulation, seduction, and the blurring of moral lines suggests that the primary fear is not an external invasion or possession, but rather the collapse of societal norms and the erosion of personal agency.

While there may be elements of psychological horror and mind games at play, the core fear driving the film's conflict appears to be the breakdown of social order and the consequences that follow when individuals are willing to do whatever it takes to achieve their goals.",Persecution & Social Breakdown
False,/1miArLEKKRtr0fRzSgUbfFxwk8B.jpg,"[18, 53, 27]",30881,it,Vortice mortale,"Three sisters - voluptuous Vida, Maria (nicknamed ""Sissy""), and Ludmilla - live together in a run-down apartment building in Budapest.  The sisters all vie for the attentions of Yuri Petkov, a dubious middle-aged pimp who plays them off against each other.  One evening, Ludmilla claims to have found Yuri's body stuffed into their washing machine, but when Inspector Stacev arrives to investigate the body has disappeared.  The good-looking young inspector attempts to discover the truth but in doing so becomes drawn into the sisters' bizarre sex games...",6.4445,https://image.tmdb.org/t/p/original/4L5RHrQAJwRCDyRrlyqdMqeMCF5.jpg,1993-01-01,The Washing Machine,False,4.9,19,,"France, Hungary, Italy",1993,1,1,1990,"Based on the title, overview, and keywords, I would classify ""The Washing Machine"" under **Captivity & Voyeuristic Sadism**.

The film appears to revolve around the exploitation of the three sisters by Yuri Petkov, a pimp who manipulates them for his own pleasure. The washing machine serves as a symbol of confinement and control, where Ludmilla claims to have found Yuri's body, only for it to disappear when Inspector Stacev arrives. This suggests that the true horror lies in the captivation and manipulation of the sisters by Yuri and possibly others.

The film's focus on sex games, exploitation, and the blurring of boundaries between reality and fantasy also aligns with the **Captivity & Voyeuristic Sadism** category. The presence of a dubious pimp and an inspector who becomes drawn into the sisters' games further reinforces this classification.

While there may be elements of psychological horror or family trauma present in the film, the primary fear at its core appears to be the captivity and exploitation of the sisters by Yuri and others, making **Captivity & Voyeuristic Sadism** the most fitting category.",Captivity & Voyeuristic Sadism
False,/vyl220Y8fLJ7x767Wr1Kt1mIwok.jpg,[27],134521,en,Lukas' Child,"Lukas Armand, a skull-faced movie producer, is auditioning lovely young starlets for his upcoming low-budget horror pic. The girls are delighted to learn they've been chosen to star in the film until Lukas' creepy gofers; Jason and Mad-dog kidnap the actresses, one by one and lock the terrified girls somewhere in the bowels of the film studio.",5.0476,https://image.tmdb.org/t/p/original/mrVn6JF4SVRJMkToHbyEZG2Db0F.jpg,1993-01-01,Lukas' Child,False,3.222,9,,United States of America,1993,1,1,1990,"Based on the title, overview, and keywords, I would classify ""Lukas' Child"" under **Captivity & Voyeuristic Sadism**.

The primary fear at the core of this film appears to be the abduction and imprisonment of young women by a creepy and sadistic producer, Lukas Armand. The fact that he is auditioning them for his horror movie and then kidnaps them one by one suggests an intentional and deliberate attempt to exert control over these women, which is a hallmark of Captivity & Voyeuristic Sadism.

The fear of being trapped and helpless in the hands of a sadistic captor drives the horror sequences in this film, making **Captivity & Voyeuristic Sadism** the primary fear category that best represents the core of ""Lukas' Child"".",Captivity & Voyeuristic Sadism
False,,[27],210179,en,Midnight 2,The surviving member of a devil-worshiping family uses a camcorder to videotape himself murdering young women during sex. The girlfriend of one of his victims goes to a detective to try to find her friend.,3.9634,https://image.tmdb.org/t/p/original/kn7o8s8vAPXE3Vp8X3yA1AaHfkf.jpg,1993-01-01,Midnight 2,False,2.0,1,sequel,,1993,1,1,1990,"Based on the title, overview, and keywords, I would classify ""Midnight 2"" under **Possession & Loss of Agency**.

The film appears to be about a person who is possessed or controlled by some external force (devil-worshiping family) that drives them to commit heinous acts. The fact that the protagonist uses a camcorder to videotape himself murdering young women during sex suggests that there is an external influence at play, rather than simply a psychological or moral issue.

The girlfriend of one of his victims seeking help from a detective also implies that there is some kind of supernatural or occult force at work, which further supports the classification under Possession & Loss of Agency.",Possession & Loss of Agency
False,,[27],278305,en,Sandman,"Unknown to its present inhabitants, a house in the San Fernando Valley is a doorway to evil that existed in the past.  Nick, a 28 year old auto mechanic from Montana, and his 8 year old daughter , discover that he can travel back in time by stepping through a time warp in the living room wall.  With his innocent daughter and beautiful girlfriend in tow, Nick learns that the past never sleeps and evil never dies.  Can he, and his loved ones, escape the far reaching tentacles of this evil?",3.3842,,1993-01-01,Sandman,False,5.0,2,,,1993,1,1,1990,"Based on the title, overview, and keywords, I would classify the movie ""Sandman"" under **Invasion & Paranoia** (Category 1).

The fear at the core of the film appears to be the invasion of Nick's reality by an external, uncanny presence from the past. The time warp in the living room wall serves as a doorway to evil that existed previously, which now threatens to disrupt Nick's present life and harm his loved ones.

While there may be elements of family trauma and moral guilt involved, the primary fear driving the horror sequences is the invasion of Nick's reality by an external force from the past. This classification fits best because the menace is not a product of institutional or systemic control, nor is it a result of biological infection or technological malfunction. Instead, it is an intentional, malevolent presence that seeks to harm Nick and his loved ones.

Therefore, I would categorize ""Sandman"" under **Invasion & Paranoia**, as the primary fear at the heart of the film is the invasion of Nick's reality by an external, uncanny presence from the past.",Invasion & Paranoia
False,/k7gDK1L1w0UJJjRvKPLJpAWRruA.jpg,"[53, 18, 27]",331151,en,Encounters,"Madaline is troubled by the recurring visions of her past. The comfort of her envious life and social position are not enough to shake the haunting memories of her brother’s accidental death that Madaline blames on herself. Nightmares haunt her with images of her brother and also begin to blur with reality. Madaline’s frail state of mind has her believing that her brother has returned to kill her. Her husband disappears and a stranger from Madaline’s past threatens her life. Suspense builds and the truth is revealed in the chilling climax – Madaline’s life will never be the same again. Returning to the home where she was raised, Madaline fights to come to grips with why she was blamed for her family's death.",3.2685,https://image.tmdb.org/t/p/original/milJZ29aGGQwa6gPibPryAl0Ju3.jpg,1993-01-01,Encounters,False,5.0,2,,Australia,1993,1,1,1990,"Based on the title, overview, and keywords, I would classify ""Encounters"" under **Grief & Familial Trauma**.

The primary fear at the core of this film appears to be Madaline's unresolved grief and guilt over her brother's accidental death, which has led to a blurring of reality and nightmares. The haunting memories of her past and the sense of responsibility for her family's demise drive the horror sequences in the film. The return of her brother's ghostly presence and the stranger from her past threatening her life are all tied to Madaline's unresolved emotional trauma.

The fear is rooted in the consequences of not confronting and resolving one's grief, rather than an external invasion or systemic control. This classification also aligns with the themes of inherited guilt, family legacy, and the devastating impact of traumatic events on individuals and their relationships.",Grief & Familial Trauma
False,,[27],1040562,en,Magic Cottage,"A short fantastical, meditative film chronicling a young man's descent into an addiction to cottaging (gay sex in public toilets), set in 1990s London, presented in the style of a classic zombie horror film.",3.0537,https://image.tmdb.org/t/p/original/aIWlvfsvRi00WWPJKTjI1hgnQoo.jpg,1993-01-01,Magic Cottage,False,0.0,0,,United Kingdom,1993,1,1,1990,"Based on the title, overview, and keywords, I would classify ""Magic Cottage"" under **Captivity & Voyeuristic Sadism**.

The film's focus on cottaging (gay sex in public toilets) and its presentation in the style of a classic zombie horror film suggests that the primary fear is one of captivity and deliberate cruelty. The use of the term ""cottage"" to describe both the physical location and the act of cottaging implies a sense of confinement and control, which is a hallmark of this fear category.

The fact that the film is presented in a meditative style and explores themes of addiction and descent into darkness also suggests that the horror stems from an intentional, sadistic captor (in this case, the protagonist's own desires and habits) rather than external forces.",Captivity & Voyeuristic Sadism
False,/gjfiRbLg0PV6aLpHOtscL9rL9mx.jpg,"[37, 27, 18, 10749]",143547,en,Silent Tongue,"Mad with grief after the death of his Kiowa wife, Roe awaits death under a tree with her body beside him. She begins to haunt him because he won't bury her. His father, who bought him the wife, thinks her sister might reason with Roe.",6.349,https://image.tmdb.org/t/p/original/9BqpMgVDdvfCK68cgcZGSpf7IzH.jpg,1993-01-28,Silent Tongue,False,4.6,20,"wife, tree, native american, sister, grief, corpse","France, Netherlands, United Kingdom, United States of America",1993,1,28,1990,"Based on the title, overview, and keywords, I would classify ""Silent Tongue"" under **Grief & Familial Trauma**.

The film's premise revolves around Roe's inability to come to terms with his wife's death, which leads to her haunting him. The story is deeply rooted in grief, family dynamics, and the cultural context of Native American traditions. The horror arises from Roe's emotional pain and his refusal to bury his wife, rather than any external force or systemic control.

The themes of loss, mourning, and the supernatural are all characteristic of the Grief & Familial Trauma category, which focuses on the psychological and emotional toll of traumatic events on individuals and families.",Grief & Familial Trauma
False,,[27],324430,en,Drag,"The world is dead. A lone woman, Victoria, struggles valiantly to stay alive on this desolate planet once known as Earth. But Victoria is not alone here. She shares her horrifying new world with beings of a different kind... the living dead, ferocious beasts hungrily searching for human flesh. With a sawed-off shotgun strapped to her back, Victoria drags a dead body through this horrifying new world in a desperate attempt to hold onto her humanity... to hold on to her past.",3.0195,https://image.tmdb.org/t/p/original/o8EbLh4c2gEsREdsY6Ur5F6EiFF.jpg,1993-02-08,Drag,False,3.0,1,,United States of America,1993,2,8,1990,"Based on the title, overview, and keywords, I would classify the movie ""Drag"" under the category of **Ecological / Natural Menace**.

The movie appears to be set in a post-apocalyptic world where the environment has turned hostile, with the living dead (ferocious beasts) serving as a natural menace. The focus on Victoria's struggle to survive and hold onto her humanity in this desolate landscape suggests that the horror stems from the natural world itself, rather than any intentional or systemic control.

The use of words like ""desolate planet"", ""living dead"", and ""hungrily searching for human flesh"" also reinforces the idea that the threat is an ecological one, rather than a supernatural or psychological force.",Ecological / Natural Menace
False,/hR30d8ADHo6kLXmEjodYlkWxBqf.jpg,"[27, 35]",131847,en,Stepmonster,"Todd Dougherty has an imagination driven by comic books. So when he accuses his soon-to-be stepmother of being a monster, no one believes him. When neighbors start turning up dead, it becomes a race against time for Todd to stop this hideous, carnivorous creature from marrying his dad and ruining his life.",3.164,https://image.tmdb.org/t/p/original/rbkEuXZjKXFuoXWRhrzGDoLOUU9.jpg,1993-02-24,Stepmonster,False,4.381,21,"rescue, monster, family relationships, warning, evil stepmother",United States of America,1993,2,24,1990,"Based on the title, overview, and keywords, I would classify ""Stepmonster"" under **Persecution & Social Breakdown**.

The fear at the core of this film appears to be the threat posed by an external, uncanny presence (the carnivorous stepmother) that disrupts social norms and family relationships. The horror sequences likely revolve around Todd's attempts to stop his stepmother from marrying his dad and ruining his life, which fits under the category of Persecution & Social Breakdown.

While there is a monster at the center of the story, it's not an invasion or possession scenario (Invasion & Paranoia), nor is it a case of institutional control or structural manipulation (Institutional & Structural Control). The menace is primarily driven by the stepmother's actions and intentions, which are rooted in her monstrous nature rather than any systemic or societal issues.

Overall, I believe that Persecution & Social Breakdown is the most fitting category for ""Stepmonster"".",Persecution & Social Breakdown
False,/iSaKc4Nu7hTQDAvJigUVmNwTkj6.jpg,"[27, 9648, 53]",18773,en,Doppelganger,"After being implicated in a murder, a young woman flees New York City and moves to Los Angeles, where she rents a room from a writer. They begin an affair, but it seems she's been followed by a homicidal duplicate of herself.",4.3956,https://image.tmdb.org/t/p/original/kdMJhjqAlwJekpp8jGu6Lk3Tfy6.jpg,1993-03-01,Doppelganger,False,4.9,91,"nightmare, roommates, seduction, stalker, murder",United States of America,1993,3,1,1990,"Based on the title, overview, and keywords, I would classify ""Doppelganger"" under **Invasion & Paranoia** (Category 1).

The primary fear at the core of this film appears to be the invasion of a duplicate or doppelgänger that is stalking and threatening the protagonist. This fear is driven by an external presence that is not part of any institutional, technological, or social system. The duplicate's homicidal nature and the protagonist's attempts to evade it create a sense of paranoia and unease.

While there may be elements of psychological horror and isolation, the primary focus on the invasion of a duplicate and the threat it poses to the protagonist's life and sanity makes **Invasion & Paranoia** the most fitting category for this film.",Invasion & Paranoia
False,/q4bDrKqaMIQzOccQOziRG7jYDl8.jpg,"[18, 27, 10752]",48565,en,Grey Knight,"During the Civil War, Confederate soldiers accidentally free an evil voodoo entity brought back by slave traders. The entity possesses the dead bodies of both Union and Confederate soldiers creating an army of its own bent on conquest.",6.1842,https://image.tmdb.org/t/p/original/8juWFL6lI87hH6SBh7OTRkvjXN6.jpg,1993-03-07,Grey Knight,False,4.722,9,"zombie, american civil war, horror western, confederate army",United States of America,1993,3,7,1990,"Based on the title, overview, and keywords, I would classify ""Grey Knight"" under **Invasion & Paranoia** (Category 1).

The film's premise revolves around an evil voodoo entity possessing the dead bodies of both Union and Confederate soldiers, creating an army of its own. This external, uncanny presence is the primary source of fear, as it infiltrates and controls the bodies of fallen soldiers, driving the conflict.

While there may be elements of social breakdown and institutional control present in the film (e.g., the Civil War context), the core fear stems from the invasion and possession of the dead bodies by an external entity. This fear is more closely aligned with Invasion & Paranoia than Persecution & Social Breakdown or Institutional & Structural Control.

Additionally, the film's western setting and zombie-like entities further support this classification under Invasion & Paranoia.",Invasion & Paranoia
False,/78XMuCvwtCRLFUbZNd5qbM0oaO3.jpg,"[53, 27, 9648]",44435,it,Trauma,A young Romanian woman and a recovering drug addict launch an unlikely investigation after her parents are murdered by a vicious serial killer known as The Headhunter.,6.727,https://image.tmdb.org/t/p/original/A9lheNDXPb4HS0g2RQu2rUD98V5.jpg,1993-03-12,Trauma,False,5.795,237,"drug abuse, rain, investigation, anorexia, flashback, murder, serial killer, hospital","Italy, United States of America",1993,3,12,1990,"Based on the title, overview, and keywords, I would classify the movie ""Trauma"" under the category of **Invasion & Paranoia**.

The primary fear at the core of this film appears to be the invasion and observation by a hidden other - the serial killer known as The Headhunter. This fear is driven by the external presence of the killer, who is intentionally stalking and murdering victims, including the protagonist's parents. The investigation launched by the protagonist and her unlikely ally adds to the sense of paranoia and uncertainty, as they try to uncover the truth behind the murders.

While there are other fears present in the film, such as the trauma and psychological distress experienced by the protagonists, the primary fear is the invasion and observation by an external force (the serial killer).",Invasion & Paranoia
False,,"[9648, 80, 18, 27]",278961,en,European Night,"An aspiring actress falls for her leading man and passion ignites. When a series of murders haunts the estate where the actors are filming, her leading man no longer seems to be perfect and she is forced into a deadly choice.",4.2484,https://image.tmdb.org/t/p/original/i5FSd33Icyayfuu75E6hdPQVhdB.jpg,1993-03-19,European Night,False,1.0,1,serial killer,"United States of America, Germany, Poland",1993,3,19,1990,"Based on the title, overview, and keywords, I would classify ""European Night"" under **Captivity & Voyeuristic Sadism**.

The fear at the core of this film appears to be the protagonist's captivity and forced participation in a deadly game orchestrated by her leading man, who is revealed to be a serial killer. The horror stems from the intentional, sadistic captor inflicting pain and coercive ""game"" design as the primary engine of terror.

While there may be elements of Possession or Invasion & Paranoia present, the primary fear driving the menace in this film seems to be the protagonist's captivity and forced participation in a deadly game, which aligns more closely with Captivity & Voyeuristic Sadism.",Captivity & Voyeuristic Sadism
False,,[27],222357,en,Dracula Rising,"Witness the romance and tragedy of one man's undying passion that led him to sell his soul. In this epic horror, Vlad Dracula exchanges salvation for immortality so that he may avenge the brutal death of his true love. Now he journeys to the twentieth century to lay claim to the woman he so desperately loves.",5.3441,https://image.tmdb.org/t/p/original/pwDbfqpMJCf3cBPAwnHLRDNAKqv.jpg,1993-03-24,Dracula Rising,False,3.583,18,vampire,United States of America,1993,3,24,1990,"Based on the title, overview, and keywords, I would classify ""Dracula Rising"" under **Possession & Loss of Agency**.

The fear at the core of this film appears to be Vlad Dracula's loss of agency as he sells his soul for immortality. This possession is driven by his undying passion and desire for revenge, which ultimately leads him to make a Faustian bargain. The horror sequences likely stem from Dracula's newfound immortal state and his quest to reclaim his lost love.

While the film may involve themes of invasion, persecution, or institutional control, the primary fear driving the narrative is Vlad's possession by his own desires and the consequences that follow.",Possession & Loss of Agency
False,/azzoBKN2mfPURWkcoVnqoRqn6yo.jpg,"[10749, 27]",371193,cn,愛的精靈,"Judging by her lavish home, a model is making a fortune doing TV commercials. When her boyfriend/boss comes over and tries to get romantic, the model begins seeing weird and scary visions. Visions of blood flooding her floor, and a three year old boy ghost. It seems that, three years earlier, she was pregnant and caught her husband athletically knocking off a blonde. Husband kicked her down the stairs, which causes her to abort. The ghost is evidently the aborted baby grown up. Back to the present day, hubby has teamed up with a new girl, and is trying to get back into the house and kidnap the boy ghost.",3.1744,https://image.tmdb.org/t/p/original/z5gAdrfvLeO8rNTZobjLYPHyNB8.jpg,1993-04-17,The Spirit of Love,False,3.4,5,,Hong Kong,1993,4,17,1990,"Based on the title, overview, and keywords, I would classify ""The Spirit of Love"" under **Grief & Familial Trauma**.

The primary fear at the core of this film appears to be the model's unresolved grief and trauma stemming from her past experience with pregnancy loss and domestic violence. The visions she sees are a manifestation of her guilt and emotional pain, which is further exacerbated by the husband's attempts to kidnap the ghostly three-year-old boy.

The film's focus on the consequences of abortion, the impact of domestic violence on women, and the model's struggle to come to terms with her past trauma all suggest that **Grief & Familial Trauma** is the most fitting category for this movie.",Grief & Familial Trauma
False,,"[35, 27]",66049,cs,Krvavý román,"The distinctive artist, typographer, and writer Josef Váchal is known to the public primarily for his Blood Novel. The surrealistic exuberance of this defense of 19th-century pulp fiction caught the attention of Jaroslav Brabec and his colleagues, who found a corresponding image of 20th-century ""trash."" The authors' interest focuses primarily on the silent film era, with a journey through the history of cinema continuing through the advent of sound film to the present day (auteur cinema of the 1960s, modern horror), formally employing techniques such as tinted film. The versatile parody intertwines a colorful plot with the story of the author (Váchal/Paseky), who comments on and creates his book, and is further split in the plot into the characters of Fragonard and the Master. As with Váchal, reality increasingly enters the fiction, so that the only ""happy ending"" turns out to be the artist's finished work.",3.4617,https://image.tmdb.org/t/p/original/l9WjZ7xE5QGZ0iVf1aL7t0VssUa.jpg,1993-05-06,Horror Story,False,6.1,7,"based on novel or book, parody",Czech Republic,1993,5,6,1990,"Based on the title, overview, and keywords, I would classify the movie ""Horror Story"" under **Institutional & Structural Control** (Fear category 3).

The film appears to be a meta-horror that explores the relationship between art, reality, and fiction. The story revolves around Josef Váchal, an artist who creates a book within the film, which blurs the lines between reality and fiction. This self-referential narrative structure suggests that the true horror lies in the manipulation of artistic expression and the power structures that govern it.

The film's use of parody and its exploration of the history of cinema, from silent films to modern horror, also imply a commentary on the ways in which institutions shape our understanding of art and culture. The fact that reality increasingly enters the fiction, leading to an ""unhappy ending,"" further reinforces this interpretation.

Overall, I believe that the primary fear at the core of ""Horror Story"" is the fear of losing control over one's creative expression and being trapped within a system that shapes our perceptions and understanding of art.",Institutional & Structural Control
False,/60mel00T22aIaV3Gy7uP3jPGbXm.jpg,"[35, 80, 27]",39857,cn,八仙飯店之人肉叉燒包,"Macau cops begin to suspect a man running a pork buns restaurant of murder, after tracing the origin of a case full of chopped up human remains that washed ashore, which leads them to him.",5.7827,https://image.tmdb.org/t/p/original/8nHvbaDx3R7U5vBkOCfWBm39UkQ.jpg,1993-05-13,The Untold Story,False,6.214,147,series of murders,Hong Kong,1993,5,13,1990,"Based on the title, overview, and keywords, I would classify ""The Untold Story"" under **Invasion & Paranoia**.

The fear at the core of this film appears to be the invasion and replacement of human remains with pork buns, which is a classic example of an external or uncanny presence (human or inhuman) controlling the narrative. The fact that the police suspect a man running a pork buns restaurant of murder suggests that there may be an intentional, sinister force at play.

While the film's focus on a series of murders and chopped-up human remains could also lead to classifications under **Persecution & Social Breakdown** or **Body Horror**, I believe that the primary fear driving the horror sequences is the invasion and replacement of human remains with pork buns, which aligns more closely with the **Invasion & Paranoia** category.",Invasion & Paranoia
False,/y9n0QcixKHMB0CZjoAflBy6bpRa.jpg,"[18, 27]",269736,cn,危情,"After being thrown out of the police academy, Debbie Fung (Ellen Chan) gets a new chance but instead the proposition is to go undercover. Accepting the mission to get close to tycoon Lau Fuk Tin (Michael Wong) as he's suspected of a number of murders of women, under the disguise of Maryanne, Debbie quickly gets close to Lau. Going so far as getting almost permanent residence with the man, Debbie witness horrific things on the grounds. Despite, affection starting to develop towards her target.",3.1389,https://image.tmdb.org/t/p/original/u8N78vmx7MxJyPA2cm40ZyZql6T.jpg,1993-05-15,Fatal Love,False,3.333,6,undercover cop,Hong Kong,1993,5,15,1990,"Based on the title ""Fatal Love"" and the overview, I would classify this movie under **Institutional & Structural Control**.

The fear at the core of this film appears to be the manipulation and control exerted by the institution (the police) over Debbie Fung's life. She is forced to go undercover and adopt a new identity, which blurs the lines between her real self and her fake persona as Maryanne. This setup creates tension and unease, as Debbie becomes increasingly entangled in Lau Fuk Tin's world, witnessing horrific events while struggling with her own feelings of affection towards him.

The keywords ""undercover cop"" further reinforce this classification, as Debbie's mission is to infiltrate and gather information on a suspect, rather than being driven by an external or uncanny presence. The primary fear in this film seems to be the loss of agency and autonomy that comes with being trapped in a complex web of deception and control.

Therefore, I would categorize ""Fatal Love"" under **Institutional & Structural Control**, as it explores the themes of systemic manipulation, exploitation, and the blurring of boundaries between reality and performance.",Institutional & Structural Control
False,/dwX0AX1TGm127tK2lvUSVjwYYA0.jpg,"[27, 878]",39283,en,Carnosaur,"After being driven to extinction, great bloodthirsty dinosaurs come back to life with the assistance of a demented genetic scientist. She plans to replace the human race with a super-race of dinosaurs who will not pollute the planet.",4.3893,https://image.tmdb.org/t/p/original/jbPJ90UJBu908RFtXDsm4i6nuv5.jpg,1993-05-21,Carnosaur,False,4.2,110,"gore, vegetarian, dinosaur, credit rolling down",United States of America,1993,5,21,1990,"Based on the title, overview, and keywords, I would classify ""Carnosaur"" under **Invasion & Paranoia** (Category 1).

The primary fear at the core of this film is the invasion of humans by a group of bloodthirsty dinosaurs that have been brought back to life through genetic manipulation. The demented scientist's plan to replace humanity with a super-race of dinosaurs creates an external and uncanny presence that threatens human existence.

While there may be elements of body horror or ecological menace present in the film, the primary fear is the invasion and replacement of humans by these prehistoric creatures, which makes **Invasion & Paranoia** the most fitting category.",Invasion & Paranoia
False,/cNpUFte8D8RpOQO6LGjuJTJgljY.jpg,"[28, 27, 878]",144696,en,Invisible: The Chronicles of Benjamin Knight,"When a lab experiment goes wrong, Benjamin Knight is left invisible while his scientist friends trying to find a formula that will restore his visibility to last the rest of his life.",3.0511,https://image.tmdb.org/t/p/original/yvG8VyhCfc5PuHzsS7sGUzGnGKS.jpg,1993-06-01,Invisible: The Chronicles of Benjamin Knight,False,3.308,13,"scientist, invisible, cripple",United States of America,1993,6,1,1990,"Based on the title, overview, and keywords, I would classify ""Invisible: The Chronicles of Benjamin Knight"" under **Body Horror**.

The fear at the core of this film appears to be the bodily invasion and transformation caused by the lab experiment gone wrong. Benjamin Knight's sudden invisibility is a physical alteration that compromises his body's boundaries, making him an outcast and vulnerable to various forms of mistreatment. This classification fits because the horror stems from the involuntary and irreversible change inflicted upon Benjamin's body, rather than infection or contagion.

While there might be elements of isolation and psychological unraveling as Benjamin navigates his new invisible state, the primary fear driving the horror is the bodily transformation itself, making **Body Horror** the most suitable category.",Body Horror
False,/2EO0OlRS9E1rSbjTogENd7OzrWx.jpg,"[27, 878]",4722,en,Body Snatchers,"When Environmental Protection Agency inspector Steve Malone travels to a remote military base in order to check for toxic materials, he brings his family along for the ride. After arriving at the base, his teenage daughter Marti befriends Jean Platt, daughter of the base's commander, General Platt. When people at the base begin acting strangely, Marti becomes convinced that they are slowly being replaced by plant-like aliens.",3.9495,https://image.tmdb.org/t/p/original/s9zdfUeWjgK1ipTyaB6ikhtC9Wb.jpg,1993-06-09,Body Snatchers,False,6.139,447,"distrust, escape, military base, alien, remake, soldier, alien invasion, alien infection, sleeping, doppelgänger, body snatchers, emotionless, body snatching",United States of America,1993,6,9,1990,"Based on the title, overview, and keywords, I would classify ""Body Snatchers"" under **Invasion & Paranoia**.

The primary fear at the core of this film is the invasion of an external, uncanny presence (the plant-like aliens) that slowly replaces human beings without their conscious intent. The film's focus on Marti's growing unease and paranoia as she realizes what's happening to the people around her, as well as the eerie atmosphere and sense of distrust, all point towards this category.

While there are elements of Body Horror (the plant-like aliens' physical transformation of humans) and Contagion & Mutation (the alien infection), these are secondary to the primary fear of invasion and replacement.",Invasion & Paranoia
